"","percepcion_1_a","percepcion_1_b","percepcion_1_c","percepcion_2","percepcion_3","percepcion_5","percepcion_6","percepcion_38","percepcion_4","eval_gob_1","iden_pol_2","eval_act_pol_1_fh","eval_act_pol_1_p","eval_act_pol_1_ao","eval_act_pol_1_gp","eval_act_pol_1_ca","eval_act_pol_1_el","eval_act_pol_1_gm","eval_act_pol_1_gt","eval_act_pol_1_fo","eval_act_pol_1_go","eval_act_pol_1_gf","eval_act_pol_1_gq","eval_act_pol_1_fe","eval_act_pol_1_ae","eval_act_pol_1_gs","eval_act_pol_1_gu","eval_act_pol_1_em","eval_act_pol_1_en","eval_act_pol_1_dv","eval_act_pol_1_er","confianza_6_a","confianza_6_c","confianza_6_b","confianza_6_j","confianza_6_d","confianza_6_e","confianza_6_f","confianza_6_n","confianza_6_x","confianza_6_g","confianza_6_h","confianza_6_i","confianza_6_k","confianza_6_s","confianza_6_o","confianza_6_p","confianza_6_r","confianza_6_m","confianza_6_ab","pobreza_62","democracia_19","pp_congreso_61_b","rol_gobierno_5","democracia_21","democracia_21_a_1","democracia_21_a_2","democracia_21_b_1","democracia_21_b_2","democracia_21_c_1","democracia_21_c_2","democracia_20","democracia_35_a","democracia_35_b","democracia_35_c","democracia_35_d","democracia_35_e","democracia_35_f","democracia_35_g","democracia_35_h","democracia_35_i","democracia_35_j","democracia_35_k","ciudadania_28_a","ciudadania_28_c","pobreza_106_a","rol_gobierno_14_c","confianza_15_a","confianza_15_b","confianza_15_c","confianza_15_d","confianza_15_e","confianza_15_f","confianza_15_g","constitucion_30","constitucion_31","constitucion_3","constitucion_32_a","constitucion_32_b","constitucion_32_c","constitucion_33_a","constitucion_33_b","seguridad_37_a","seguridad_37_b","seguridad_37_c","seguridad_38_a","seguridad_38_b","democracia_36","dictadura_34_a","dictadura_34_b","salud_83","salud_84","sexo","edad","info_enc_61","esc_nivel_1","info_enc_56","info_enc_57","info_hogar_28_c","bienestar_13_a","bienestar_13_g","bienestar_13_c","bienestar_13_i","bienestar_13_h","bienestar_13_j","bienestar_13_k","bienestar_21","religion_82","religion_2","iden_pol_3","iden_pol_3_a","elec_part_37","elec_pres_144_a","elec_pres_144_b","constitucion_19","constitucion_20_a","constitucion_20_b","constitucion_34","constitucion_35_a","constitucion_35_b","iden_nacional_16","religion_14","info_enc_58","info_enc_30","info_enc_52_b","info_enc_65","gse","region","zona_u_r","pond","nom_region","encuesta","encuesta_a","encuesta_m","estrato","secu","id_bu_encuesta","id_bu"
"1076",2,14,3,3,3,3,4,5,2,2,1,2,2,2,6,3,5,6,6,6,6,6,6,2,1,6,2,4,3,1,1,4,4,4,4,3,2,3,3,4,4,4,4,4,4,1,4,3,3,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,3,4,0,0,3,8,5,0,0,10,10,10,4,1,5,4,3,2,1,4,4,4,1,5,5,3,3,4,5,8,5,3,1,4,5,2,5,1,1,3,2,1,37,2,4,2,1,NA,10,10,10,10,10,10,10,3,9,8,15,15,1,1,NA,1,1,NA,2,NA,8,4,3,1,5,1,NA,3,13,1,0.90085205,13,89,2023,7,20,89176,1076,"1076-89"
"1077",1,5,26,2,2,4,4,4,2,1,5,3,3,4,4,5,4,4,6,6,4,2,5,5,4,4,4,4,5,4,4,2,2,2,3,3,3,3,2,2,2,2,3,3,2,3,3,2,2,3,8,7,2,2,3,NA,NA,NA,NA,1,NA,3,7,3,6,5,2,4,3,5,5,3,8,4,2,2,4,3,3,3,2,3,3,2,3,2,2,2,2,2,5,2,2,3,6,5,1,4,1,NA,1,1,1,62,2,4,1,1,NA,6,5,10,10,10,10,10,2,1,8,1,NA,1,1,NA,1,1,NA,1,3,NA,1,2,1,5,1,NA,3,13,1,0.85862596,13,89,2023,7,20,89148,1077,"1077-89"
"1078",3,2,13,2,2,2,3,4,2,9,99,3,6,6,6,6,6,6,6,6,6,6,6,6,4,6,4,4,6,6,6,4,2,4,4,4,3,3,2,4,4,3,3,3,3,3,3,2,3,3,5,8,1,2,2,NA,NA,1,1,NA,NA,4,7,2,7,7,8,4,7,3,6,4,8,2,1,2,3,3,4,4,3,4,3,2,3,4,2,2,2,2,8,2,4,3,1,2,2,5,1,1,3,2,1,68,2,6,3,1,NA,0,8,8,9,9,8,9,2,9,8,15,15,1,9,NA,1,8,NA,1,99,NA,4,2,2,NA,1,NA,3,13,1,0.3017084,13,89,2023,7,20,89180,1078,"1078-89"
"1079",6,10,11,1,3,3,3,3,2,3,99,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,88,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,3,2,5,99,99,1,9,NA,NA,NA,NA,NA,NA,9,99,0,99,0,99,99,99,0,0,10,99,99,1,99,9,99,99,99,3,3,99,3,99,9,99,9,9,9,99,NA,6,3,4,2,2,88,99,NA,3,1,2,55,2,6,1,1,NA,10,10,10,10,10,10,10,3,3,3,15,15,9,NA,9,99,NA,9,99,NA,99,8,1,1,5,1,NA,3,13,1,0.34958015,13,89,2023,7,20,89165,1079,"1079-89"
"1080",10,11,7,4,1,4,2,3,1,1,1,4,1,3,5,4,5,4,6,4,6,2,6,2,3,3,2,3,2,1,1,4,3,4,3,4,3,4,3,4,2,3,3,3,3,3,3,3,2,3,10,6,1,1,1,1,1,NA,NA,NA,NA,3,10,7,10,1,8,10,10,4,6,10,4,4,1,4,1,3,1,1,3,5,3,3,4,2,1,1,1,1,8,3,5,2,8,4,1,7,1,1,3,1,2,53,2,4,1,1,NA,5,10,10,9,10,10,10,2,9,8,5,NA,1,1,NA,1,1,NA,1,88,NA,10,3,2,NA,1,NA,3,13,1,0.48221722,13,89,2023,7,20,89167,1080,"1080-89"
"1081",11,5,6,2,2,2,2,3,2,2,88,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,1,10,88,9,9,NA,NA,NA,NA,NA,NA,9,99,99,99,99,99,99,5,0,0,99,99,2,2,99,5,4,1,4,2,1,1,4,4,9,2,3,3,3,3,4,2,3,4,2,2,5,1,NA,3,2,2,64,2,1,3,1,NA,4,10,10,10,10,10,10,4,1,8,15,15,1,9,NA,1,9,NA,1,99,NA,1,2,2,NA,1,NA,3,13,1,0.25159178,13,89,2023,7,20,89168,1081,"1081-89"
"1082",7,4,3,4,3,4,3,5,8,3,88,4,4,6,6,6,6,6,6,6,6,6,6,6,6,4,6,6,6,6,6,4,1,4,4,2,3,3,3,4,2,3,3,4,4,3,3,1,4,3,88,88,88,1,8,NA,NA,NA,NA,NA,NA,3,88,88,88,88,88,88,88,88,88,88,88,1,1,5,8,5,4,4,4,4,4,2,88,3,2,3,3,3,5,4,11,3,6,5,1,10,99,NA,2,88,2,29,2,1,2,1,NA,10,10,10,10,10,10,10,4,9,8,15,15,2,NA,9,2,NA,9,1,99,NA,5,1,2,NA,1,NA,4,13,1,0.31252388,13,89,2023,7,20,89168,1082,"1082-89"
"1083",3,10,13,3,3,3,4,4,3,2,99,2,3,4,4,4,4,6,6,3,6,6,4,4,4,6,2,3,3,3,4,4,3,1,4,4,4,3,2,3,4,3,3,3,3,2,3,1,2,4,6,10,2,2,1,1,NA,NA,NA,NA,NA,5,7,10,4,88,9,1,2,1,1,10,1,1,2,3,1,3,4,3,3,4,1,3,3,3,2,4,1,5,3,6,1,2,3,3,1,10,1,NA,3,2,2,59,2,2,3,1,NA,10,10,10,10,10,10,88,3,2,8,15,15,1,9,NA,1,9,NA,1,99,NA,1,1,2,NA,1,NA,4,13,1,0.89676277,13,89,2023,7,20,89164,1083,"1083-89"
"1084",26,10,14,2,3,3,8,4,3,2,5,1,2,6,6,4,1,4,5,4,6,6,6,4,4,6,2,4,4,1,1,1,4,3,1,4,3,2,1,2,1,1,4,4,88,3,4,1,1,4,5,6,1,1,1,1,1,NA,NA,NA,NA,2,10,3,7,6,9,5,10,6,10,9,10,5,1,1,1,1,4,1,1,4,1,1,2,1,1,2,8,3,3,6,1,2,6,2,1,10,1,NA,3,1,1,72,2,8,3,1,NA,0,10,10,10,10,10,10,1,1,2,1,NA,1,1,NA,1,2,NA,1,2,NA,1,3,1,5,1,NA,4,13,1,0.32931151,13,89,2023,7,20,89198,1084,"1084-89"
"1085",10,13,5,2,3,3,8,4,3,2,99,1,4,6,6,3,1,8,6,6,6,6,6,6,4,6,4,4,4,4,8,4,3,3,4,4,3,4,3,4,4,4,4,4,4,4,4,3,3,3,10,10,1,1,1,1,NA,NA,NA,NA,NA,3,0,5,10,10,5,10,10,5,10,5,10,1,1,1,3,3,4,4,3,3,3,3,3,5,3,4,4,4,88,NA,1,3,5,3,1,10,1,NA,3,1,2,49,2,2,3,1,NA,10,10,10,10,10,10,8,3,1,8,15,15,1,9,NA,1,4,NA,1,7,NA,1,2,2,NA,1,NA,4,13,1,0.96322738,13,89,2023,7,20,89198,1085,"1085-89"
"1086",1,5,3,2,8,4,8,3,2,3,88,4,2,2,6,2,4,3,2,6,6,6,2,4,4,6,3,8,8,2,8,3,3,3,4,3,3,3,3,88,4,3,3,3,3,3,3,2,2,3,1,10,88,1,1,1,NA,NA,NA,NA,NA,3,88,88,10,88,88,88,10,88,88,88,10,1,1,4,4,88,3,5,3,3,3,2,3,4,2,3,4,4,88,NA,1,2,3,3,1,10,99,NA,3,2,2,77,2,1,3,2,6,0,10,10,10,10,10,10,2,2,3,15,15,1,1,NA,1,2,NA,1,99,NA,1,2,2,NA,1,NA,3,13,1,0.50198359,13,89,2023,7,20,89188,1086,"1086-89"
"1087",10,5,6,1,2,3,3,3,2,2,99,2,3,6,6,3,1,6,6,6,6,6,6,6,4,6,5,6,6,6,3,2,2,99,3,3,2,3,2,3,99,1,3,3,2,3,2,2,2,1,1,10,88,2,9,NA,NA,NA,NA,NA,NA,3,88,5,6,88,88,5,6,4,88,4,10,2,2,4,4,88,3,2,2,5,2,1,3,3,2,2,3,3,88,NA,2,88,NA,1,1,10,1,NA,3,2,2,46,2,4,2,1,NA,0,10,10,10,10,10,10,2,1,4,15,15,1,9,NA,1,9,NA,1,99,NA,10,2,2,NA,1,NA,3,8,2,0.75164126,8,89,2023,7,13,89281,1087,"1087-89"
"1088",10,17,5,2,2,3,3,4,2,1,3,5,1,2,6,4,4,3,6,6,8,8,6,8,5,6,8,6,1,2,2,1,3,4,4,3,3,1,2,4,88,2,3,4,3,3,3,3,2,3,1,10,2,1,1,1,NA,NA,NA,NA,NA,3,3,3,1,1,1,1,1,1,0,10,0,1,1,1,1,1,3,1,4,3,4,1,3,4,3,5,3,3,3,2,6,9,1,2,1,10,1,NA,3,2,2,69,2,4,3,1,NA,10,10,10,10,10,10,10,2,1,2,1,NA,1,1,NA,1,1,NA,1,2,NA,1,2,2,NA,1,NA,3,13,1,0.60311581,13,89,2023,7,20,89209,1088,"1088-89"
"1089",3,17,10,2,2,2,3,4,3,1,1,4,2,4,6,2,4,6,6,8,6,2,6,6,4,6,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,10,10,2,1,1,1,1,NA,NA,NA,NA,4,5,10,10,10,10,10,10,10,10,10,10,2,2,2,4,3,3,5,3,3,3,3,3,3,2,3,3,3,2,4,1,6,3,3,1,10,1,NA,3,2,2,39,2,6,3,1,NA,10,10,10,10,10,10,10,2,1,8,11,NA,1,1,NA,1,1,NA,1,2,NA,5,1,2,NA,1,NA,3,13,1,1.67158025,13,89,2023,7,20,89176,1089,"1089-89"
"1090",5,10,3,4,1,4,3,2,1,1,88,4,3,6,6,4,4,6,6,6,6,6,4,6,5,6,4,4,4,2,3,1,2,88,3,3,3,3,2,88,88,1,2,2,2,2,3,1,2,3,10,10,1,1,1,1,NA,NA,NA,NA,NA,2,10,10,10,88,88,88,10,10,10,88,10,1,1,4,3,88,2,2,1,88,2,2,2,3,1,3,3,2,88,NA,4,3,6,1,1,10,1,NA,3,2,2,90,2,4,3,1,NA,0,10,4,10,2,10,10,2,1,8,15,15,1,1,NA,1,1,NA,1,88,NA,5,1,2,NA,1,NA,3,13,1,0.19844814,13,89,2023,7,20,89150,1090,"1090-89"
"1091",2,3,10,3,2,3,3,4,2,2,1,2,3,2,6,8,3,2,6,6,6,4,6,2,2,6,2,6,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,88,4,7,10,88,2,3,NA,NA,NA,NA,1,NA,3,6,4,9,10,5,5,10,6,10,88,10,1,1,1,1,3,3,3,3,3,4,4,3,5,2,2,2,3,4,1,1,88,NA,4,2,8,1,NA,2,1,1,64,2,4,1,1,NA,10,10,10,10,10,10,10,2,1,8,15,15,2,NA,1,1,1,NA,2,NA,99,1,3,2,NA,1,NA,3,13,1,0.47243175,13,89,2023,7,20,89149,1091,"1091-89"
"1092",1,13,3,1,2,3,4,4,2,2,88,1,4,6,6,6,1,6,6,6,6,6,6,6,5,6,6,6,4,5,3,4,3,4,4,4,88,3,3,88,4,3,4,4,3,3,88,3,88,3,1,10,88,1,3,NA,NA,NA,NA,1,NA,4,88,88,10,10,88,88,10,88,10,5,10,1,1,5,5,88,4,88,3,88,88,3,3,5,1,3,3,3,88,NA,9,10,11,3,1,10,1,NA,3,2,2,74,2,1,3,2,2,10,10,10,10,10,10,10,3,9,8,15,15,1,9,NA,1,2,NA,1,7,NA,1,3,2,NA,1,NA,4,13,1,0.70169749,13,89,2023,7,20,89186,1092,"1092-89"
"1093",2,11,3,1,3,2,3,4,3,2,99,1,4,3,3,2,1,3,2,6,6,6,6,6,4,6,3,2,2,2,1,2,1,3,4,4,3,3,2,3,3,3,4,4,3,3,3,2,3,3,10,10,1,2,3,NA,NA,NA,NA,99,NA,3,10,4,7,9,3,10,9,9,8,5,7,1,1,4,4,88,4,4,4,4,3,3,4,3,2,4,4,4,3,8,1,6,11,1,1,10,99,NA,3,2,1,55,2,8,2,1,NA,10,10,10,10,10,10,10,2,1,8,15,15,1,9,NA,1,9,NA,1,99,NA,1,2,2,NA,1,NA,3,13,1,1.37525683,13,89,2023,7,20,89223,1093,"1093-89"
"1094",26,14,9,2,3,4,4,5,3,2,7,2,2,2,5,5,3,5,1,1,3,2,4,3,5,5,2,3,5,5,1,4,3,4,4,2,2,2,2,3,3,1,4,4,1,1,2,2,2,4,7,10,1,1,1,1,1,NA,NA,NA,NA,3,9,1,9,5,6,10,10,8,8,0,10,2,1,2,1,3,3,2,2,4,3,2,5,1,2,3,2,3,2,7,1,11,2,2,1,10,1,NA,3,2,1,58,2,8,1,1,NA,3,10,10,10,10,10,10,1,11,8,13,NA,1,2,NA,1,2,NA,1,5,NA,2,3,2,NA,1,NA,4,13,1,1.12694657,13,89,2023,7,20,89224,1094,"1094-89"
"1095",1,9,10,2,2,3,2,9,2,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,4,3,4,4,4,4,4,4,3,4,4,4,3,3,4,3,3,4,1,10,2,2,3,NA,NA,NA,NA,1,NA,3,5,5,5,5,5,5,6,5,4,4,4,2,4,2,2,3,4,3,3,3,3,3,4,5,3,2,2,2,99,NA,1,3,6,2,1,5,99,NA,3,1,1,64,2,2,1,1,NA,5,4,6,0,10,10,10,1,1,8,15,15,9,NA,9,99,NA,9,99,NA,99,6,2,1,5,1,NA,3,13,1,0.3309514,13,89,2023,7,20,89173,1095,"1095-89"
"1096",2,3,7,3,1,4,3,3,1,1,99,5,2,4,6,6,2,6,6,4,6,6,6,6,3,4,4,4,3,2,3,3,2,3,4,3,4,4,4,3,4,3,4,3,3,3,4,3,3,3,10,10,88,1,1,1,NA,NA,NA,NA,NA,3,5,10,10,10,5,10,10,10,10,8,10,2,2,5,3,88,4,3,3,3,3,3,2,1,1,2,3,2,3,8,2,11,9,3,1,10,1,NA,3,2,2,51,2,6,3,2,3,10,10,10,10,10,1,10,3,1,6,15,9,1,1,NA,1,1,NA,1,4,NA,5,3,2,NA,1,NA,4,13,1,1.26329798,13,89,2023,7,20,89166,1096,"1096-89"
"1097",3,11,13,2,2,2,3,4,2,2,5,2,4,6,6,2,2,6,6,6,8,3,6,8,4,6,4,3,2,4,3,4,3,4,4,3,3,3,3,3,3,3,4,3,3,3,3,2,3,3,6,8,2,1,3,NA,NA,NA,NA,1,NA,4,10,9,10,10,5,5,10,10,9,7,9,1,3,5,3,88,4,88,3,88,88,3,4,5,2,3,3,3,3,8,2,6,7,3,1,9,1,NA,3,1,2,18,2,4,2,2,4,10,10,10,10,10,10,10,3,1,8,15,15,2,NA,8,2,NA,9,1,88,NA,1,3,2,NA,1,NA,4,13,1,0.94185943,13,89,2023,7,20,89166,1097,"1097-89"
"1098",3,11,9,2,2,3,3,4,2,2,5,1,3,6,6,2,1,6,8,8,2,2,6,3,5,6,5,8,5,4,3,3,3,4,4,3,3,3,3,4,3,3,4,3,3,3,3,3,3,3,5,7,88,1,8,NA,NA,NA,NA,NA,NA,4,88,88,10,88,88,88,88,88,88,88,10,1,1,5,5,88,4,88,3,3,3,3,3,5,2,3,3,3,88,NA,4,2,5,1,1,10,99,NA,3,88,2,50,2,2,3,1,NA,5,10,10,10,10,10,10,2,9,8,15,15,1,9,NA,1,9,NA,1,99,NA,1,3,2,NA,1,NA,4,13,1,0.86644377,13,89,2023,7,20,89185,1098,"1098-89"
"1099",1,14,6,2,3,3,3,9,2,2,99,2,4,8,8,8,8,8,8,6,8,8,8,6,8,8,8,8,8,6,8,3,3,3,3,4,4,3,3,3,3,3,4,4,3,3,3,3,3,3,10,10,88,1,1,1,NA,NA,NA,NA,NA,4,88,88,88,88,88,88,88,88,88,88,88,2,1,2,5,88,3,88,3,88,88,88,88,8,88,8,8,8,88,NA,6,1,3,88,1,10,99,NA,3,2,2,23,2,6,1,1,NA,10,10,10,10,10,88,10,2,1,8,15,15,1,1,NA,1,2,NA,1,3,NA,1,2,2,NA,2,5,3,13,1,1.10582325,13,89,2023,7,20,89222,1099,"1099-89"
"1100",17,26,88,4,3,4,1,5,3,2,10,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,3,1,88,4,1,1,4,1,3,4,1,1,3,1,1,1,10,10,1,2,1,99,NA,NA,NA,NA,NA,8,5,5,10,8,10,10,8,10,10,5,5,1,1,4,2,3,88,1,1,1,1,3,88,5,3,5,8,3,8,5,6,11,1,1,1,5,99,NA,3,2,1,22,2,7,1,1,NA,0,0,5,10,0,10,0,1,1,4,15,15,2,NA,8,2,NA,2,2,NA,8,8,2,2,NA,2,2,3,1,1,0.59004547,1,89,2023,7,1,89004,1100,"1100-89"
"1101",7,3,9,3,8,3,2,8,2,8,5,6,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,6,3,88,3,4,4,3,3,4,4,3,2,99,3,4,2,4,4,3,3,5,10,1,1,3,NA,NA,NA,NA,99,NA,3,10,8,88,88,88,88,88,88,88,88,88,2,2,88,8,88,5,2,2,2,5,3,88,8,88,2,2,1,2,6,1,6,7,88,2,10,1,NA,3,88,2,84,2,1,3,1,NA,10,10,10,10,88,10,10,2,1,8,15,15,1,1,NA,1,1,NA,1,4,NA,4,2,1,5,1,NA,4,13,1,0.26061685,13,89,2023,7,20,89246,1101,"1101-89"
"1102",10,9,1,1,8,3,4,4,3,2,99,1,1,6,6,6,1,1,6,6,6,6,6,6,5,6,5,6,4,4,3,1,2,3,4,4,4,4,4,4,4,1,4,4,4,3,4,1,4,3,10,10,88,1,3,NA,NA,NA,NA,1,NA,4,1,0,6,88,88,2,1,0,2,4,3,4,2,5,4,4,4,4,2,1,1,1,4,5,2,3,5,3,8,3,2,11,10,2,4,10,1,NA,1,1,2,79,2,3,3,1,NA,10,10,0,10,10,10,10,3,1,8,15,15,1,2,NA,1,2,NA,1,99,NA,1,1,1,5,1,NA,4,13,1,0.59801023,13,89,2023,7,20,89175,1102,"1102-89"
"1103",7,13,10,3,3,3,3,4,2,2,88,3,3,6,6,4,3,6,6,6,6,6,6,6,4,6,6,3,6,6,6,1,88,4,4,88,4,4,3,4,88,3,3,4,4,3,88,1,88,3,10,10,2,2,1,1,NA,NA,NA,NA,NA,4,0,0,0,0,88,0,0,0,0,0,6,1,1,5,5,1,1,1,1,1,1,1,3,4,3,2,3,2,8,2,2,8,9,5,1,10,1,NA,3,2,2,57,2,3,3,2,0,0,10,10,10,10,10,10,3,1,8,15,15,1,1,NA,1,1,NA,1,99,NA,1,2,2,NA,1,NA,1,13,1,0.39953848,13,89,2023,7,20,89251,1103,"1103-89"
"1104",3,10,1,3,2,3,3,3,3,1,5,4,4,6,4,4,4,6,6,6,6,6,6,6,4,6,6,6,6,2,6,1,1,4,4,4,3,3,1,4,3,1,4,3,3,3,3,1,1,4,1,10,1,1,1,1,NA,NA,NA,NA,NA,3,10,10,10,88,0,88,10,0,10,10,10,1,1,1,5,3,1,1,1,3,1,1,3,3,1,2,2,3,5,99,1,2,10,1,1,0,99,NA,3,1,1,53,2,1,1,1,NA,10,10,10,10,10,10,10,4,1,8,15,15,1,1,NA,1,2,NA,1,88,NA,1,1,1,5,1,NA,4,13,1,0.59562637,13,89,2023,7,20,89251,1104,"1104-89"
"1105",2,11,14,2,3,2,4,4,3,3,5,3,1,6,6,2,3,6,6,6,6,6,6,2,2,6,4,6,6,2,2,4,4,4,4,4,4,4,4,4,4,4,2,4,4,3,4,3,2,2,7,9,1,2,1,1,NA,NA,NA,NA,NA,4,0,8,10,9,8,8,9,8,10,4,2,2,2,4,2,4,3,5,4,4,4,1,3,5,3,3,3,8,6,8,2,1,8,4,2,10,1,NA,1,2,2,69,2,1,3,1,NA,10,10,10,10,10,9,10,3,9,8,15,15,1,8,NA,1,2,NA,1,88,NA,5,2,2,NA,1,NA,3,5,1,0.29105604,5,89,2023,7,6,89052,1105,"1105-89"
"1106",7,3,11,3,2,3,3,5,2,2,2,2,4,4,5,4,2,2,6,6,6,4,6,4,2,6,5,4,2,4,4,1,3,1,4,4,4,4,4,4,4,1,4,4,3,3,3,1,2,4,7,10,1,1,1,1,NA,NA,NA,NA,NA,4,10,10,10,10,0,0,0,0,10,0,10,1,1,1,1,1,1,3,1,1,1,1,4,1,1,2,2,2,7,5,1,8,6,4,2,4,1,NA,3,2,1,61,2,2,1,1,NA,5,0,0,0,10,0,0,3,1,7,18,NA,1,1,NA,1,2,NA,1,88,NA,2,2,2,NA,1,NA,5,15,1,1.92765656,15,89,2023,7,24,89264,1106,"1106-89"
"1107",1,3,17,2,1,2,2,4,3,1,88,4,4,6,6,4,6,6,6,6,6,6,6,6,4,6,6,6,6,6,6,1,1,4,4,4,3,3,1,1,4,3,3,3,3,3,4,1,88,3,6,10,88,1,1,99,NA,NA,NA,NA,NA,3,2,6,5,6,4,3,7,2,7,3,3,1,1,2,4,4,1,3,1,1,3,1,3,5,2,2,2,2,8,88,3,6,8,3,1,10,99,NA,3,2,1,84,2,1,3,1,NA,10,10,10,0,10,10,10,4,1,7,15,15,1,1,NA,1,9,NA,1,99,NA,5,1,2,NA,2,5,4,13,1,0.62255614,13,89,2023,7,20,89189,1107,"1107-89"
"1108",10,5,3,3,2,3,3,4,2,2,6,3,3,3,2,4,3,3,6,4,6,4,3,3,5,5,3,4,4,2,2,3,1,3,3,3,2,2,2,4,2,1,3,3,3,2,3,2,1,3,5,5,1,1,1,1,NA,NA,NA,NA,NA,3,5,8,10,4,6,8,5,10,10,5,4,4,3,4,2,2,2,1,1,2,3,2,3,2,2,3,2,2,2,8,3,6,11,2,2,5,1,NA,3,2,2,40,2,9,1,2,10,10,10,10,10,10,10,10,2,1,8,2,NA,1,3,NA,1,2,NA,1,5,NA,5,3,2,NA,1,NA,2,5,2,0.5649911,5,89,2023,7,7,89274,1108,"1108-89"
"1109",7,10,5,1,3,3,4,5,3,2,3,1,5,4,6,5,3,4,4,6,4,4,6,6,5,6,5,6,4,5,5,2,2,2,4,4,3,3,3,4,2,3,4,2,3,3,3,3,3,3,1,10,2,1,1,1,NA,NA,NA,NA,NA,3,10,2,8,10,10,3,2,8,8,1,8,2,1,3,2,3,3,3,3,3,2,2,2,2,2,3,2,3,8,7,2,1,6,3,1,3,1,NA,3,2,1,52,2,4,1,1,NA,7,10,9,10,9,10,10,3,2,1,15,15,1,9,NA,1,9,NA,1,88,NA,2,2,2,NA,1,NA,3,8,1,1.35753936,8,89,2023,7,12,89094,1109,"1109-89"
"1110",9,26,3,3,3,4,3,3,2,8,6,3,2,6,6,4,6,6,6,6,6,6,6,6,4,6,6,6,6,1,6,1,3,3,3,3,4,4,3,4,4,3,4,4,4,1,3,1,2,2,10,10,2,2,3,NA,NA,NA,NA,1,NA,3,88,4,88,88,10,3,8,3,5,0,10,5,5,4,1,88,1,4,1,3,1,1,88,5,1,3,3,5,8,3,1,10,5,3,1,0,1,NA,3,1,2,76,2,3,3,2,7,5,10,5,10,88,10,10,1,1,2,15,15,1,9,NA,1,8,NA,1,88,NA,1,2,2,NA,1,NA,3,8,1,0.56824748,8,89,2023,7,12,89094,1110,"1110-89"
"1111",10,11,1,2,1,2,2,4,2,3,5,3,4,6,3,3,3,4,6,6,6,6,6,6,4,6,3,4,6,3,1,3,2,1,4,2,2,3,2,4,4,2,3,3,3,2,2,2,2,4,6,9,2,2,1,1,NA,NA,NA,NA,NA,3,88,5,10,1,1,4,10,2,9,1,10,1,1,4,5,2,2,4,1,1,1,2,4,5,2,2,2,2,8,6,6,3,5,2,2,5,1,NA,3,1,1,71,2,3,3,1,NA,10,1,10,1,8,0,1,4,2,2,15,15,1,4,NA,88,NA,6,1,7,NA,3,1,2,NA,1,NA,3,5,1,1.53039966,5,89,2023,7,6,89048,1111,"1111-89"
"1112",1,3,13,2,1,2,3,3,2,2,4,1,3,6,6,6,3,6,6,6,6,6,3,6,3,6,6,6,6,3,3,1,1,1,3,3,1,1,1,3,3,3,3,3,3,1,3,1,1,1,9,10,2,2,1,1,NA,NA,NA,NA,NA,4,10,0,9,6,7,0,10,9,7,8,3,1,1,2,2,4,3,1,2,2,1,1,4,5,2,2,2,2,8,6,6,8,1,4,4,10,1,1,1,2,2,44,2,2,2,1,NA,10,0,10,10,10,0,10,3,1,2,17,NA,1,3,NA,1,1,NA,1,1,NA,1,2,1,5,1,NA,5,13,1,0.47998233,13,89,2023,7,20,89179,1112,"1112-89"
"1113",6,10,3,2,1,2,2,2,2,1,88,4,3,4,6,4,4,6,6,6,6,6,6,6,4,6,6,6,6,6,6,3,2,3,3,1,3,3,3,3,3,1,2,3,3,3,3,1,3,3,7,7,1,2,1,99,NA,NA,NA,NA,NA,3,8,6,6,6,6,88,8,8,88,8,8,1,1,2,2,1,88,3,3,2,2,3,2,3,1,2,2,2,2,5,4,5,6,1,1,10,99,NA,88,2,2,62,2,3,2,1,NA,10,0,10,10,10,10,10,4,9,8,15,15,1,1,NA,1,1,NA,1,88,NA,6,2,2,NA,1,NA,2,13,1,0.47960692,13,89,2023,7,20,89249,1113,"1113-89"
"1114",10,26,1,3,1,3,3,3,2,3,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,6,3,3,1,88,4,4,3,4,4,88,3,88,88,4,3,3,88,3,3,6,7,88,1,3,NA,NA,NA,NA,1,NA,3,88,4,88,6,88,88,6,4,6,3,88,1,1,1,5,88,88,3,2,3,3,3,88,5,88,8,8,2,8,6,11,5,9,1,4,6,99,NA,1,1,2,72,2,5,1,1,NA,2,7,8,6,3,6,88,2,1,2,15,15,1,9,NA,1,9,NA,1,88,NA,1,1,2,NA,1,NA,3,13,1,0.62652441,13,89,2023,7,20,89137,1114,"1114-89"
